timestamp,vehicle_id,lat,lon,speed,edge,vehicle_count
1743136443.8488233,truck599,28.59866936431982,77.21950353624139,12.295217642490758,664985710#3-AddedOnRampEdge,1
1743136443.8488233,veh766,28.603139248271606,77.25403221235388,28.465483017831524,70258948#0,4
1743136443.8488233,veh67,28.59564535565951,77.19757903416735,17.8418704741962,749606297,1
1743136443.8488233,veh163,28.59833183428681,77.21278153590302,32.761077243840845,1290450967#4,1
1743136443.8488233,truck284,28.616412500696413,77.22532901174098,13.291065281516898,24563449#10,1
1743136443.8488233,veh787,28.60182448139245,77.23081644617915,0.0,1187268480#1-AddedOnRampEdge,19
1743136443.8488233,veh473,28.606040375407524,77.23503995420124,0.16256700293846826,44831985#4-AddedOffRampEdge,11
1743136443.8488233,veh573,28.58890726796042,77.248421353208,5.744648578900616,-276169621#0,2
1743136443.8488233,veh816,28.590644817522676,77.22408134235206,11.309868150494463,730290864#0,2
1743136443.8488233,truck391,28.623182493462213,77.21237945571659,13.118747739773244,:267249920_1,1
1743136443.8488233,veh225,28.588603219254264,77.22778766220945,5.251009782561805,:2507534771_14,1
1743136443.8488233,truck371,28.597112853008284,77.22155721321508,16.632762040198518,563791816#0,4
1743136443.8488233,veh846,28.62529281587739,77.23219233921307,12.228408012424829,570859666#0,2
1743136443.8488233,veh682,28.61282394686258,77.2345820467177,25.65919988030164,581989173#2,6
1743136443.8488233,veh649,28.62564273983033,77.2326570600495,0.0,446922581#2,7
1743136443.8488233,veh509,28.58884309191342,77.24815389268961,0.03739226418588353,80440840#13,1
1743136443.8488233,veh38,28.589024642554342,77.24664439499135,0.09325805254829451,39013511#5,3
1743136443.8488233,truck478,28.59642052501381,77.20713365326768,12.381221405335241,1253188528#0,1
1743136443.8488233,veh784,28.61568967817628,77.22960156868125,0.0,116046169#0,2
1743136443.8488233,veh803,28.61095976263316,77.21826765617044,14.459123626389257,537797266#0,3
1743136443.8488233,truck419,28.620637381432548,77.21764440152333,8.573732261634246,24583339#0,21
1743136443.8488233,truck206,28.615886030628385,77.23038681765657,22.823376055058223,23134098#7,3
1743136443.8488233,veh395,28.60671366136028,77.23923529862644,18.112870039220375,1187268468#0,1
1743136443.8488233,truck614,28.596037393468215,77.20051707685509,0.0,-773567404#0,2
1743136443.8488233,veh669,28.590584809550005,77.2236463731641,0.006052109599583407,:cluster_1870091846_436900031_6716233251_6716233258_7,1
1743136443.8488233,truck390,28.623076835870922,77.21236213956203,0.0,758753881#1,3
1743136443.8488233,veh379,28.61185732829375,77.22760981434242,0.0,23134098#0,12
1743136443.8488233,veh542,28.60457961861063,77.23579376212538,0.0,570859682#2,12
1743136443.8488233,truck185,28.59155692634295,77.21101073095086,26.14869570694354,370546887#2,5
1743136443.8488233,veh906,28.590617763851693,77.25801139020085,5.965726209449516,70258954#5,1
1743136443.8488233,truck360,28.5925092459632,77.23679836168122,22.623676869541455,24563348#8,2
1743136443.8488233,truck369,28.590756745183377,77.22606417505294,24.937456649094226,24563336#2,5
1743136443.8488233,truck279,28.615301170733876,77.22694077500992,7.404426671080672,706970966#0,9
1743136443.8488233,veh737,28.620357175542047,77.21997813631852,0.0,-998790356#8,6
1743136443.8488233,truck548,28.588888661743606,77.24755261121774,2.9577374502146347,24563343#4,2
1743136443.8488233,truck469,28.61282775643748,77.19022741432148,26.299767072276836,44188368#3,3
1743136443.8488233,truck620,28.60315916423859,77.22381585080603,8.204422550702747,:267197860_3,1
1743136443.8488233,veh903,28.62635592950654,77.20517460644693,5.844499834462869,447141151#7,8
1743136443.8488233,veh699,28.627379895125628,77.2071727233365,17.260540813179553,447141149#1,2
1743136443.8488233,truck541,28.60459736292012,77.23515231867921,1.0301084166580694,1187268476#3-AddedOffRampEdge,6
1743136443.8488233,truck428,28.610479767382223,77.23343389344645,14.21864170556996,581989173#5,3
1743136443.8488233,veh272,28.615469940352202,77.22945753332675,19.860862019000887,23134098#4,3
1743136443.8488233,veh775,28.611789789966902,77.22760524237832,0.0,:314506006_1,4
1743136443.8488233,truck484,28.592136385222886,77.23459618908731,0.0,561759718#0,6
1743136443.8488233,veh560,28.604447109161875,77.23595741729493,15.421906834980472,1187268470#0,1
1743136443.8488233,veh428,28.590552541696752,77.22317444089609,9.369863307161777,760525677#0,4
1743136443.8488233,truck336,28.619816466439385,77.21823626771571,15.696716945323054,447141132#0,1
