timestamp,vehicle_id,lat,lon,speed,edge
1743136443.8488233,truck599,28.59866936431982,77.21950353624139,12.295217642490758,664985710#3-AddedOnRampEdge
1743136443.8488233,veh766,28.603139248271606,77.25403221235388,28.465483017831524,70258948#0
1743136443.8488233,veh67,28.59564535565951,77.19757903416735,17.8418704741962,749606297
1743136443.8488233,veh163,28.59833183428681,77.21278153590302,32.761077243840845,1290450967#4
1743136443.8488233,truck284,28.616412500696413,77.22532901174098,13.291065281516898,24563449#10
1743136443.8488233,veh787,28.60182448139245,77.23081644617915,0.0,1187268480#1-AddedOnRampEdge
1743136443.8488233,veh473,28.606040375407524,77.23503995420124,0.1625670029384682,44831985#4-AddedOffRampEdge
1743136443.8488233,veh573,28.58890726796042,77.248421353208,5.744648578900616,-276169621#0
1743136443.8488233,veh816,28.59064481752268,77.22408134235206,11.309868150494465,730290864#0
1743136443.8488233,truck371,28.597112853008284,77.22155721321508,16.632762040198518,563791816#0
1743136443.8488233,veh846,28.62529281587739,77.23219233921307,12.228408012424827,570859666#0
1743136443.8488233,veh682,28.61282394686258,77.2345820467177,25.65919988030164,581989173#2
1743136443.8488233,veh649,28.62564273983033,77.2326570600495,0.0,446922581#2
1743136443.8488233,veh509,28.58884309191342,77.24815389268961,0.0373922641858835,80440840#13
1743136443.8488233,veh38,28.589024642554342,77.24664439499135,0.0932580525482945,39013511#5
1743136443.8488233,truck478,28.59642052501381,77.20713365326768,12.38122140533524,1253188528#0
1743136443.8488233,veh784,28.61568967817628,77.22960156868125,0.0,116046169#0
1743136443.8488233,veh803,28.61095976263316,77.21826765617044,14.459123626389257,537797266#0
1743136443.8488233,truck419,28.620637381432548,77.21764440152333,8.573732261634246,24583339#0
1743136443.8488233,truck206,28.615886030628385,77.23038681765657,22.823376055058223,23134098#7
1743136443.8488233,veh395,28.60671366136028,77.23923529862644,18.112870039220372,1187268468#0
1743136443.8488233,truck614,28.59603739346821,77.20051707685509,0.0,-773567404#0
1743136443.8488233,truck390,28.62307683587092,77.21236213956203,0.0,758753881#1
1743136443.8488233,veh379,28.61185732829375,77.22760981434242,0.0,23134098#0
1743136443.8488233,veh542,28.60457961861063,77.23579376212538,0.0,570859682#2
1743136443.8488233,truck185,28.59155692634295,77.21101073095086,26.14869570694354,370546887#2
1743136443.8488233,veh906,28.590617763851693,77.25801139020085,5.965726209449516,70258954#5
1743136443.8488233,truck360,28.5925092459632,77.23679836168122,22.623676869541452,24563348#8
1743136443.8488233,truck369,28.590756745183377,77.22606417505294,24.937456649094223,24563336#2
1743136443.8488233,truck279,28.61530117073388,77.22694077500992,7.404426671080672,706970966#0
1743136443.8488233,veh737,28.620357175542047,77.21997813631852,0.0,-998790356#8
1743136443.8488233,truck548,28.588888661743606,77.24755261121774,2.9577374502146347,24563343#4
1743136443.8488233,truck469,28.61282775643748,77.19022741432148,26.29976707227684,44188368#3
1743136443.8488233,veh903,28.62635592950654,77.20517460644693,5.844499834462869,447141151#7
1743136443.8488233,veh699,28.627379895125628,77.2071727233365,17.260540813179553,447141149#1
1743136443.8488233,truck541,28.60459736292012,77.23515231867921,1.0301084166580694,1187268476#3-AddedOffRampEdge
1743136443.8488233,truck428,28.610479767382223,77.23343389344645,14.21864170556996,581989173#5
1743136443.8488233,veh272,28.6154699403522,77.22945753332675,19.860862019000887,23134098#4
1743136443.8488233,truck484,28.592136385222886,77.23459618908731,0.0,561759718#0
1743136443.8488233,veh560,28.604447109161875,77.23595741729493,15.421906834980472,1187268470#0
1743136443.8488233,veh428,28.590552541696752,77.22317444089609,9.369863307161776,760525677#0
1743136443.8488233,truck336,28.619816466439385,77.21823626771571,15.696716945323054,447141132#0
1743136443.8488233,veh102,28.622697179428407,77.22540767265501,0.0,579781482#2
1743136443.8488233,veh210,28.59163425741183,77.21249849555035,0.0,370546887#6
1743136443.8488233,veh693,28.62513245095163,77.20972955541116,22.39820003518562,717907807#1
1743136443.8488233,veh627,28.61683547728877,77.2146446922396,30.7162587766706,1053851211#6
1743136443.8488233,veh453,28.61154845267868,77.2275480182288,0.0,28616711#1
1743136443.8488233,truck172,28.630838609115536,77.21551574868718,15.929578441526978,24583332#3
1743136443.8488233,veh529,28.589528689789837,77.25792457704489,11.435976828660362,202678196#1
1743136443.8488233,truck410,28.613858341550426,77.21847568419068,10.0036602083047,709276135#0
1743136443.8488233,veh384,28.59611752280349,77.2071951617563,0.0,28211393#8
1743136443.8488233,truck551,28.59266348779685,77.24381143462163,6.70160495504283,77339656#12
1743136443.8488233,veh777,28.604090172172345,77.21793463338325,25.22525556788745,37222919#2
1743136443.8488233,truck425,28.590541479205648,77.22419843779261,18.052123125973665,24563336#2
1743136443.8488233,truck344,28.617298982870604,77.21255249592832,9.684334127695784,447141145
1743136443.8488233,veh692,28.621519356031424,77.21129394967997,18.77810450450288,1066077570#0
1743136443.8488233,truck357,28.596601503000528,77.20478876845523,3.170949021249609,28211393#6
1743136443.8488233,veh592,28.60683134848961,77.24025493883575,16.414919981880992,585446280#6
1743136443.8488233,truck473,28.60123957481335,77.2547694670192,23.933762194203023,1313465446
1743136443.8488233,veh668,28.613154020049397,77.2345436347691,25.666800401297227,581989173#2
1743136443.8488233,truck316,28.607128547230214,77.2397792698959,0.0,1187268467#0
1743136443.8488233,veh93,28.62732252852961,77.23553517573644,2.060170841219157,-698886331#5
1743136443.8488233,veh119,28.609331364599004,77.2522496564368,23.22531473291778,679552303#2
1743136443.8488233,motorcycle292,28.60148061332216,77.22999042053476,0.0,370947969
1743136443.8488233,veh804,28.61737354499299,77.21316475751253,14.392701946852275,998790362#0
1743136443.8488233,veh339,28.625923622421848,77.20853260515089,21.07145075763038,24583321#0-AddedOffRampEdge
1743136443.8488233,truck20,28.59105232525127,77.25824086090861,14.321840984998069,70258963#1
1743136443.8488233,truck457,28.59287042957933,77.23994856502658,10.210546779793964,678397112
1743136443.8488233,veh76,28.62931626297737,77.20108475430558,12.534773540958884,-44277694#5
1743136443.8488233,truck347,28.62051093414395,77.21786474725191,0.9489002495580612,24583339#0
1743136443.8488233,truck411,28.6138848966789,77.21032823515343,17.564750043500652,1307222666#1
1743136443.8488233,truck534,28.609289991845547,77.23934090387544,12.205314459315511,677663227#0-AddedOnRampEdge
1743136443.8488233,veh841,28.596589149756703,77.20492315619082,3.8568216666242665,28211393#6
1743136443.8488233,veh653,28.611122503546248,77.20073212550162,23.50970094251273,708488754#5
1743136443.8488233,veh683,28.62530269996838,77.19792163718955,8.651789430395581,749606303#0
1743136443.8488233,veh125,28.608341266556945,77.18182599686324,8.79547538635342,118011777#0
1743136443.8488233,truck201,28.601925644628533,77.23086788391291,0.0,1187268480#1-AddedOnRampEdge
